Lines_of_Code,Cyclomatic_Complexity,Num_Functions,Code_Churn,Comment_Density,Num_Bugs,Has_Unit_Tests,Code_Owner_Experience,Quality_Label
7174.0,9,129,111.41696286421632,0.6540510271035614,2,0,5,2
1339.0,12,8,,0.7648825507883594,5,0,3,0
559.0,22,132,64.72669966794764,0.7519737936898387,2,0,8,1
8082.0,23,191,46.05289694645144,0.8138284346802731,3,1,7,0
2726.0,37,150,168.29675865065394,0.3108586685407224,2,1,4,0
3863.0,14,156,141.33679243881122,0.4334558440617051,3,0,1,2
7120.0,24,111,128.43268483226868,0.4438298043822454,4,0,3,2
2901.0,8,97,78.65013356228542,0.960255694819128,3,0,8,0
563.0,26,35,201.6946458389134,0.4683806713766874,4,1,2,0
1097.0,32,62,65.27759940670833,0.2996822896342092,1,1,9,0
5741.0,28,32,81.0964085746948,0.6691099837525756,3,0,4,1
6484.0,32,141,190.64771472325265,0.4845402233427054,2,1,7,0
1778.0,22,177,97.37955357403864,,1,0,7,1
964.0,49,94,186.9054855504101,,2,0,8,2
,9,53,118.92976064909416,0.2727327579829556,4,1,7,2
7836.0,3,115,74.26110071921065,0.6700186365934135,4,0,4,0
2797.0,25,6,90.20954359990505,0.4874776387633693,1,1,7,2
9156.0,39,10,64.15972390634278,0.387250447897605,0,0,5,0
3026.0,12,33,134.66664428699158,0.9513840407385712,3,0,7,1
7642.0,29,158,161.14445345551468,0.3919667570333019,5,1,3,0
4529.0,3,160,123.36627008171854,0.4127566367349714,4,1,7,2
7510.0,41,11,114.18148328514518,0.8835745277198539,1,1,7,0
7318.0,46,38,48.03827052309758,0.2161390265879439,3,0,2,2
7125.0,23,188,154.66962508876065,0.1972618746814549,6,0,8,1
2497.0,23,142,141.9948442838416,0.3544370056760523,5,0,7,2
2321.0,18,116,113.9046080281782,0.6324723309470138,4,0,9,2
,11,61,84.93136226298051,0.4458701440991242,6,0,4,2
6604.0,36,179,102.19524368344378,0.6476990327521076,2,1,9,2
7622.0,26,31,54.50536189806164,0.2437755679399912,4,1,1,2
5885.0,8,43,26.28410578583725,0.3353057638906123,5,0,5,2
6319.0,28,154,85.0076381250744,0.6086461004312245,0,1,7,0
4098.0,18,123,56.99878080391061,0.2954342820328591,2,1,4,1
2903.0,13,151,,,5,0,7,0
4647.0,36,104,75.6024403929095,0.6153830892925206,1,1,9,1
6610.0,42,13,96.09872503648798,0.9762858120528228,3,0,5,0
9117.0,40,151,92.81524411689128,0.1718979920898338,2,0,5,1
3761.0,44,6,,0.5143725807138144,4,1,2,1
151.0,12,96,117.39487734857371,0.4566438646679178,10,1,5,0
6158.0,22,193,106.5748269837794,,0,0,8,0
3615.0,2,63,148.05738288864143,0.9102674071255908,2,0,4,1
3430.0,40,75,,0.9163118516782284,6,0,2,2
7591.0,28,74,154.2216787801529,0.4376253817374343,4,1,8,1
1774.0,13,165,92.3484619038771,0.3741896322059338,2,0,4,2
6128.0,33,197,117.0039296178442,0.5042235254095763,2,0,5,1
1461.0,3,29,54.14325313144288,0.4095876753746227,3,0,7,2
9078.0,34,74,156.80401222474862,0.7469658825113742,5,0,5,0
655.0,23,160,164.99988037391347,0.2922139437666243,1,1,4,0
7892.0,32,150,194.16578435923,,3,0,7,2
2212.0,20,67,72.8779284432088,0.9342887797940508,3,1,4,2
2310.0,28,53,126.48428179878913,,1,0,4,2
1801.0,8,127,28.01007992698501,0.7092015549299419,2,0,2,2
2812.0,3,128,5.638308673833123,0.2292050094016405,4,0,5,0
6563.0,30,198,128.17178100599264,0.2092455478875332,1,0,8,1
2416.0,25,44,94.35799264611686,0.2040800302583794,2,1,4,0
6569.0,30,89,35.74549764604038,0.224675352860814,1,1,2,1
1710.0,29,91,108.9565300892138,0.2945483832784978,2,1,9,0
4452.0,47,198,146.68204254338326,,2,0,6,2
6443.0,30,84,103.15493929070624,0.7902870837539837,3,0,3,0
4805.0,34,8,161.42387018315222,0.2141713213398242,1,1,5,0
9419.0,25,38,66.96219567925786,,3,1,6,2
5591.0,17,9,154.137183651101,0.8584446559872033,0,1,9,2
9196.0,24,154,80.81146086647962,0.7546492238526024,2,0,5,0
8455.0,38,152,161.50827986209836,0.4833692195153257,3,0,9,0
,28,107,36.44045725557753,0.1014015113429732,2,1,1,1
4810.0,33,179,111.53677318865252,0.7612884471702671,2,1,4,1
2125.0,36,38,111.43099431119126,,3,1,1,0
205.0,7,176,123.85579526115175,0.4017577385546758,3,0,2,1
4559.0,23,10,82.42900489496184,0.7461888050990069,3,0,2,2
3192.0,46,188,121.58382631009448,0.1558428529251535,1,0,5,0
9444.0,26,33,90.0856253140603,0.7385453843244785,2,0,1,0
,14,57,73.67086499127323,0.1614776687640037,1,0,3,1
9038.0,42,5,170.7046368369597,0.6284677022998139,0,1,6,0
6171.0,28,63,103.90162702847948,0.6377979573057643,2,1,1,0
,24,180,24.308431862092675,0.3719408989814375,5,0,1,2
9252.0,7,11,66.3484975663675,,5,1,3,0
3591.0,48,164,172.57436469151196,0.9544012972411936,2,0,9,1
3397.0,36,82,,0.5820196636149518,5,1,2,2
,39,193,127.04224363843792,0.6217823126114763,1,1,6,1
308.0,15,189,65.2728990492806,0.6535188001274264,5,1,3,0
3416.0,49,55,28.08976681374395,0.9019431342335396,4,0,6,1
5507.0,3,151,124.02274433059014,0.1542300800920818,2,1,7,1
7333.0,48,31,83.57070460670204,0.9039589910672796,8,0,7,2
1991.0,2,67,179.42642173483762,0.3157088577501467,1,1,2,0
9468.0,7,192,156.27719443056142,0.1701552246367127,2,1,3,2
3606.0,16,65,163.26289594105907,0.6915392669181982,3,1,4,0
2139.0,21,65,153.30433651073872,0.9792780798310152,3,1,8,2
3389.0,9,130,134.47561499596358,0.1515178596759363,3,1,5,0
9744.0,12,49,31.709788011624468,0.4835096362336293,3,1,1,2
6745.0,29,153,88.30228129030446,0.5768060728094072,3,0,9,0
4861.0,24,176,133.54370555341575,0.3269070676931411,3,0,1,2
1717.0,33,133,85.47972801825676,0.9845849342376712,2,0,2,1
8286.0,14,99,98.50008425238268,0.6768668931434447,3,0,7,2
534.0,43,95,136.23058550475662,0.8599156055620403,7,0,3,1
1746.0,18,48,152.8028511692424,0.4741999137745423,4,0,6,2
6767.0,5,66,53.87036843702524,0.4185602984303359,2,1,8,1
5358.0,15,65,133.50205045649403,0.597842105392983,4,1,5,0
7290.0,7,83,128.24806112179056,0.4917505983639757,3,1,1,1
1540.0,25,93,50.556571333187264,0.743453249623115,3,0,3,0
6195.0,14,116,79.67583665427563,0.3392362811906152,1,0,2,1
6975.0,40,115,107.4842579938373,0.5046319279831597,2,1,6,0
4543.0,36,54,169.49741470178532,0.9056194725646538,0,1,5,1
4960.0,35,45,79.26238946321212,0.7804971103089965,1,1,7,2
9225.0,44,37,120.88274779236872,0.251263148516105,3,1,2,0
,24,16,158.43832324383118,0.8981783464524378,6,0,6,0
7813.0,15,6,192.7340388277898,0.6301149314006692,2,1,5,1
480.0,11,111,111.34139211059173,0.7113584649452348,4,0,6,2
9116.0,24,153,-5.983281157018254,0.3648309092643395,2,0,5,0
9830.0,11,146,146.1707631640425,0.4973898372720917,5,1,7,0
7273.0,44,38,110.55352512657517,0.8261312310156259,2,0,5,2
1737.0,17,89,57.754212566619415,0.3976085968868639,6,0,7,2
,6,196,135.5531785561776,0.2485554539591739,1,1,1,2
624.0,21,155,193.2665687749532,0.4404744216851325,3,0,9,0
3207.0,8,89,110.449462944369,0.1622968006684493,4,0,6,1
8242.0,15,54,18.90941065144483,0.746070812636439,2,1,9,1
1193.0,32,146,172.20460488702537,0.232971317896778,4,1,1,0
204.0,10,110,101.1322218297432,,0,1,2,0
1839.0,28,50,135.6274315595076,0.8929729049985029,1,1,7,0
3226.0,15,122,,0.5864478921610939,5,1,4,0
1776.0,12,9,122.80843134262918,0.3892045965368281,3,0,1,2
8004.0,43,70,133.28415259531306,0.5929002010133972,5,1,5,0
8127.0,18,154,140.34746799410797,0.2964498936687004,5,1,4,0
5016.0,37,74,107.33309460093004,0.1226558167350491,2,0,6,0
3034.0,44,112,61.9711715810249,0.6433592310674227,2,0,7,2
5256.0,24,6,109.68401755440836,0.7427133395062563,3,0,3,2
,37,33,139.42686175096674,0.8918035889013816,3,1,6,2
9733.0,29,65,62.31969283931952,0.7946950249582513,2,1,2,0
1945.0,10,104,44.6675741128559,0.9340099304459636,2,1,4,2
3601.0,14,132,166.65138993484007,0.9873581279885832,1,0,9,0
1641.0,16,148,184.57907361224864,0.7704419029712184,0,1,7,0
566.0,37,196,101.91859838068645,0.8811309707473006,2,0,2,1
3044.0,11,101,,0.7063583529053663,0,0,6,2
4394.0,26,101,,0.2538440120874422,6,0,4,1
1691.0,40,18,-8.996922355847744,0.2635321836900565,2,0,8,1
4172.0,19,47,110.33634235660544,0.1992335106837368,3,0,8,2
3672.0,18,175,173.298649315266,0.9486772479941712,3,0,1,2
9485.0,30,74,41.28124901570571,0.7054765280554421,6,1,8,1
6078.0,32,59,36.70812052035736,0.8109187754189722,0,0,7,0
393.0,23,35,,0.3980416031419278,2,1,1,1
9213.0,12,80,76.29322191484222,,2,0,3,2
5958.0,13,172,133.35712849640197,0.1358015786530235,0,0,5,0
1438.0,21,159,166.03202022440058,0.9001066603915877,3,0,3,1
5309.0,21,56,164.85903622616206,0.8677030864704472,3,0,3,1
3575.0,29,132,132.69736345274887,0.8063302013778648,3,0,1,1
9833.0,29,11,20.44567566808975,0.1524718609130723,2,0,8,2
2598.0,27,178,,0.2568247620196904,4,0,9,1
9199.0,29,104,136.70901159900114,0.4007535919790153,3,1,5,2
5828.0,15,165,20.65064998676307,0.3367564078075045,1,0,1,0
7417.0,47,140,127.76774640262494,0.8546138546779618,2,1,1,0
,12,137,113.87483480897323,0.2753521823805579,3,0,9,1
3188.0,41,65,76.8269556753115,0.578912018805077,4,0,1,2
6381.0,19,108,-27.31910980849395,0.614242988037381,1,1,9,1
6895.0,12,192,110.08908881634896,0.4825106624462836,3,1,3,0
5727.0,23,156,125.59283941353362,0.3166191385574133,4,0,3,2
4090.0,5,11,72.19466196114985,0.9642648617930184,1,1,4,0
3851.0,26,193,45.403226971593305,0.4720593180421202,5,0,5,0
7341.0,10,87,114.6667628651644,0.7545789959829984,3,1,6,2
2197.0,22,99,27.386682367709295,0.265641838890606,3,1,6,2
3274.0,39,168,130.8430217540044,0.8405300516826054,2,1,9,2
,23,31,152.792145527506,0.2943026409103,2,1,1,1
398.0,11,128,1.993052780084696,0.7077759612157235,3,1,9,1
4534.0,28,161,73.59316115502693,0.5558464013252696,1,0,4,2
4161.0,31,91,97.56156899022496,0.2319014268832838,4,1,7,2
573.0,8,152,99.03000417203036,0.1224542765404695,4,1,6,1
5157.0,39,74,56.05034950402534,0.9376734388436252,0,1,9,2
5389.0,48,118,33.186896729539015,0.2131214622080858,3,0,2,0
,28,80,76.99300557731232,0.7344562858182233,5,0,2,2
8740.0,16,118,132.20590586623672,0.6874164630522857,6,1,7,1
2321.0,46,7,128.52390197075513,0.4075480382036739,4,0,9,2
5351.0,47,171,129.13509221697802,0.2668446095992557,1,0,5,2
3711.0,31,103,162.54949137286468,0.2604954245098733,1,0,7,0
2742.0,41,128,47.63296964200414,0.6267950677452151,1,1,8,2
2020.0,48,49,81.10117500394277,0.5922291651616409,4,1,8,1
7175.0,16,130,90.75815611090164,0.8883415183152089,1,0,4,1
6094.0,5,72,-44.12406176308329,0.6760027705707427,3,0,7,0
2416.0,35,35,111.21209884145703,0.8373474784724723,1,1,1,0
1374.0,25,110,98.51667131818571,0.1291717562073479,5,1,4,1
9907.0,13,42,43.18224755546732,0.7038938323257357,4,0,5,2
5083.0,29,138,143.56464537956597,0.3103377745866589,7,1,7,1
7934.0,27,12,140.40518481203418,0.3275550639691391,2,0,6,0
,40,32,119.99144140357495,0.7485188761804069,4,1,4,1
359.0,17,19,14.55853035514373,,4,1,3,0
3306.0,37,12,51.34956443785876,,1,1,6,1
9804.0,38,58,115.20177426490407,0.8110691351814756,2,1,5,2
5278.0,29,138,73.15220434661853,0.49937020781712,4,0,3,2
5458.0,34,33,88.4586209366166,0.8718808135333427,2,1,4,0
4607.0,30,119,44.94238623089457,0.1224133949607333,2,1,2,2
6558.0,31,38,109.5953377787456,0.1751455637333656,2,1,9,0
7641.0,22,11,175.23952917841297,0.7987166265409135,3,1,7,2
3608.0,46,44,116.1869332363724,0.661680665047299,1,1,3,1
7405.0,25,78,148.56227188054126,0.6031182282719665,1,0,8,2
5094.0,4,145,143.88065019252707,0.652580926604716,1,0,8,1
8523.0,35,66,82.0904749726482,0.9371715646799356,3,1,1,0
6854.0,41,90,90.7219335432497,0.6899833282942596,2,0,5,2
9021.0,44,120,173.53514826705026,0.6827285049938524,5,1,5,2
5616.0,9,69,136.62695176608156,0.7835237917356049,4,0,3,1
5968.0,26,45,148.04353268241846,0.879958635075844,6,1,2,0
5899.0,27,127,108.33016738192732,0.3357212304145194,2,1,1,2
3029.0,27,174,80.40218583440985,0.6550739733099736,4,0,4,0
8609.0,18,120,86.48755215003585,0.6255774671972277,5,1,2,0
1630.0,30,70,168.86401452712136,0.2213645333485082,4,1,5,2
8013.0,45,120,99.9594887639346,0.5682852765196408,6,1,2,1
9402.0,46,143,162.38245455503056,0.1625954632664188,5,1,1,0
815.0,31,105,170.2567784031575,0.2664636286621057,3,1,9,0
9633.0,42,54,146.03045466540468,0.9216667737263624,4,0,2,2
7627.0,3,75,140.18233394403853,,3,0,4,0
3412.0,29,167,184.84522672595264,,3,0,3,2
7323.0,7,84,57.71937829741239,0.3911326263937662,2,0,1,0
,18,83,79.38578737664633,0.5997819616539513,3,1,8,1
7127.0,16,24,37.03207367274574,0.3114761882071628,3,1,2,1
301.0,49,160,25.127754990096506,0.4999415092098941,3,0,8,1
,32,127,97.78422977870883,0.8806000898334345,4,1,1,1
9964.0,38,41,113.42857541962664,0.4385952800374207,4,0,6,2
9348.0,25,7,125.26800904278706,0.4177278442008421,2,1,4,2
3771.0,44,97,65.13590354216757,0.5015062713426988,2,1,3,2
8710.0,32,191,79.34742358699947,0.1904435598198837,3,0,1,2
7470.0,19,105,142.3369532519958,0.4486123221292494,2,0,1,2
2698.0,3,159,26.974646612506007,0.106210225565349,2,0,7,1
8917.0,35,36,100.63380033004046,0.5530574306340567,0,0,6,0
,29,52,165.29706999378556,0.8631469712362864,4,0,3,0
3029.0,11,50,86.71980748902418,0.5968657935528687,1,0,2,1
3483.0,6,118,78.9419213480161,0.6469526603854175,3,0,3,1
3640.0,19,99,162.14170012717472,0.1275070341337897,2,1,8,2
493.0,37,51,29.31331763697128,0.8735634821044677,3,0,7,2
,45,44,59.79857307569692,0.4465031975202327,3,0,7,0
6877.0,27,135,61.71971172430818,0.977367412546036,1,0,5,0
8923.0,5,120,134.71074105661268,0.2084188325772339,5,1,3,2
421.0,26,161,19.79716617085687,0.950204696306714,3,1,1,2
4769.0,35,95,161.680850578977,0.6708618157026907,4,1,1,1
1793.0,19,62,98.66943057199175,0.1471062702615347,4,0,6,2
1163.0,17,182,152.28978436097037,0.9745291700530582,2,1,4,1
8021.0,35,14,162.04125344816427,0.1124857613307377,3,0,7,2
,47,65,60.72003081593186,0.7576301518218921,1,0,1,0
9768.0,49,115,100.91688443999698,0.9005769535492851,1,1,6,1
3361.0,13,125,88.59639504709152,0.2582303988071416,1,0,7,0
3186.0,14,65,96.7277350188638,0.4090214716280276,4,1,1,1
3911.0,30,155,71.52001714263473,0.6051064064849742,3,1,2,1
3451.0,48,10,155.7082824437872,0.7118283572604667,5,1,9,0
7180.0,43,79,90.6969550648991,0.8846882810151349,2,1,9,0
9250.0,17,192,83.29347952312744,0.7849634237904753,7,0,6,2
4243.0,37,119,156.1773371976035,0.426998029437044,6,1,4,1
6432.0,15,159,141.8086189445621,0.8395478306080015,6,1,7,2
6547.0,18,187,114.37726709522488,0.969469048978312,3,0,5,1
9874.0,48,35,80.38062100496299,0.3042875631174724,3,0,3,2
7963.0,14,127,173.23053422417067,0.1666860341089864,3,1,4,0
3276.0,14,162,47.15753728904374,0.4839577587477064,2,1,2,0
2516.0,45,71,153.61915804585985,0.8932573935617958,5,1,6,2
7768.0,33,17,131.3226541402469,0.2352623543912752,2,1,3,0
8751.0,38,63,36.67984209138335,0.897218369093809,4,0,7,2
2411.0,11,58,103.6952589840052,0.99299172136255,0,1,4,1
1329.0,11,108,33.9627858689548,0.1486020077948407,2,0,8,1
1630.0,48,25,82.60492785366016,0.5457307364699355,8,0,1,0
9679.0,26,47,114.00796440545965,0.3959969452419252,3,0,9,0
2897.0,3,15,49.284824509074895,0.4543118694381799,2,1,3,0
1463.0,25,113,-17.388985383523647,0.5064712771116777,2,1,3,1
4602.0,17,71,93.6123151769095,0.7657335608060708,1,0,5,2
552.0,22,170,110.72780714246257,0.6321697328540586,3,1,1,0
,29,99,81.1512258411991,0.9650809793951024,2,0,3,2
6096.0,46,156,99.23052713819114,0.3994881393155807,2,0,4,0
677.0,26,110,91.01926232947868,0.5873536742344685,3,1,2,0
4019.0,34,55,49.116631011838976,0.8319956778403274,5,1,6,0
7417.0,26,193,197.35590081975877,0.4357255752943122,1,0,4,2
3364.0,9,50,115.84937755879466,0.5187692805498186,3,0,1,2
2031.0,40,47,78.70850901934493,0.7164770974167041,4,0,3,2
4342.0,11,31,58.76080049798771,0.8746697967438758,4,1,7,1
8281.0,7,89,80.12177735217753,0.4741133233814458,5,1,3,1
282.0,30,162,81.75199086977618,0.5787554249320661,5,1,6,1
8527.0,2,98,101.90764723023356,0.977610056761755,0,0,6,2
,30,131,,0.1382222457523036,4,1,1,1
3105.0,4,195,59.77150760199493,0.5034058449935901,3,0,2,0
,14,14,108.88620289769862,0.6723836660162804,2,0,6,2
624.0,13,135,139.98188365053738,0.1075847118059126,3,1,2,0
5759.0,25,64,66.30762763824603,0.6371078514097731,4,0,2,0
2470.0,13,31,66.02021165473238,0.150579959196708,5,0,4,2
9576.0,13,127,24.54475451016133,0.871802556983365,5,0,8,0
1735.0,37,177,184.06054697964132,0.8263774859577093,2,1,6,2
4532.0,44,66,125.39627766398978,0.1290296231187366,4,0,8,1
7567.0,6,156,71.48096762000479,0.1439236221016385,1,0,4,2
4314.0,26,50,69.31573165617634,0.7782525384054422,6,1,3,2
9873.0,14,130,48.43089174703065,0.4325904033204794,5,0,7,0
,8,176,107.85501824450569,0.6175232091444923,4,1,7,0
7950.0,24,67,82.89246854084112,0.3432954427888455,1,1,2,0
4041.0,22,8,54.13074108625614,0.2556719884936898,2,0,1,0
8487.0,40,20,61.41310332460035,0.3664694057928054,3,0,8,0
8624.0,39,183,,0.3220423302015893,5,1,3,0
3191.0,49,78,80.92826619824382,0.503476694415401,1,0,6,0
4818.0,21,116,38.59727438138758,0.7720085487589176,0,0,7,0
8949.0,43,105,103.23396654686994,0.598716467134261,2,0,8,0
8995.0,26,180,65.68789583991779,0.6482604771457466,2,0,6,2
5652.0,10,197,132.30362421560253,0.5230707368122759,4,1,7,0
5078.0,13,49,175.34709412545354,0.3922602761825347,1,1,5,0
9741.0,42,135,3.127601350319537,0.2291579428244391,1,0,3,2
1352.0,14,21,64.65296056441468,0.4191089132026009,3,1,2,1
8815.0,9,169,106.9258224367366,0.6986787545924786,5,1,7,1
2522.0,7,9,96.1773629674759,0.7603996806314384,2,1,8,2
,39,179,162.59255659495136,0.5222633895173922,1,0,8,1
9067.0,31,48,99.0349262349087,0.6804975471247411,3,1,3,0
127.0,16,165,110.21747150182418,0.289486973695827,3,1,2,0
7639.0,8,25,121.5414885257298,0.8740596886515607,1,1,9,0
185.0,48,199,65.95783554875304,0.8793428056087822,3,1,6,1
,15,72,125.75984982082576,0.3882951345452728,1,1,3,2
4381.0,25,36,120.27876409831588,0.5929410153654345,4,0,5,0
4753.0,47,28,105.15972180431736,0.6459958255736973,2,0,1,2
8133.0,38,167,,0.525187034906176,1,1,2,2
7764.0,41,150,61.94986680535281,0.9200279382020085,3,0,9,0
5166.0,15,71,,0.7657452521138639,3,1,3,2
356.0,25,107,95.24391626553108,0.7052594433478594,5,0,8,2
1547.0,7,58,137.4491875144722,0.5680838993821365,3,0,8,0
5800.0,26,158,137.84873733262708,0.1763625969448681,2,0,5,2
4699.0,8,192,117.22955141402728,0.1970392398580869,2,0,8,1
3443.0,18,129,137.8564069704087,,2,0,2,0
793.0,21,121,125.00470315676836,0.290370041532022,1,0,2,0
8774.0,16,69,73.68501255068605,0.9572778747171948,1,0,4,0
3765.0,47,183,99.7086946596167,0.4688312667865588,4,1,8,0
2774.0,3,118,45.0571493903727,0.8889448947928767,6,1,2,0
450.0,1,192,174.66970476596234,0.8362717152996083,2,1,4,0
8940.0,13,191,37.27662568584796,0.8313132454633855,2,1,8,0
7144.0,32,80,-4.205610447860963,0.2941367726321664,3,1,3,1
8519.0,12,21,206.033234091556,0.5025896317007339,2,0,8,2
2163.0,31,153,95.35728649200352,0.3861567924824255,4,0,2,1
6029.0,41,199,144.73772882624036,,2,0,1,2
8716.0,2,112,136.64696185643822,0.889069871166103,1,1,6,0
7513.0,41,32,152.269910512379,0.3249312948757837,1,0,8,1
1921.0,8,48,129.55666731729843,0.3821683247291454,3,0,9,0
4989.0,25,194,129.8691711614806,0.5760183138200421,2,1,8,2
1685.0,5,174,-17.000318825107158,0.3507452066182444,4,1,2,1
9970.0,45,98,51.819017129705145,0.8420769699282201,3,0,1,1
,2,26,-31.39234971341952,0.8373081501143301,4,0,7,2
2380.0,42,42,59.00395999127437,0.7519063940463389,3,0,7,2
3849.0,38,18,73.34755497518506,0.7203791842804388,2,0,3,1
2638.0,39,115,94.17105773601315,0.5925713567454474,3,1,6,1
9308.0,3,126,52.61335850570808,0.4124010313974855,2,1,7,1
543.0,46,158,82.37861839991162,0.8532446074959181,2,1,9,2
2167.0,48,172,74.10540987627894,0.8729489541265951,4,0,1,0
,38,58,117.2707144907626,0.1445585219777506,1,0,3,1
2634.0,22,145,137.9562770614923,0.4587574725316714,2,1,5,2
188.0,40,131,110.7103802888921,0.123964822405202,4,0,3,1
3490.0,33,23,131.51554212290162,0.8555296552296712,2,0,8,2
5337.0,32,46,109.54199412617078,0.2593839218698376,0,1,6,1
6677.0,47,45,159.35013341874298,0.7064800883348794,3,1,2,2
2041.0,17,54,193.20734494696217,0.421638235924933,3,0,1,2
3410.0,18,135,-22.312908995779157,0.8344589079089485,1,1,5,1
8363.0,3,163,156.6602358880777,0.5587182102283881,7,0,9,2
921.0,6,80,35.51996126963229,0.3919617320064011,6,0,9,2
8172.0,49,147,109.2899312903311,0.3914836005256664,6,0,1,2
,13,186,113.06776167481344,0.3942345181794201,4,0,3,2
8695.0,31,185,130.42180627341796,0.8097212952273727,6,0,6,2
1798.0,17,177,97.4532282341992,0.7400040389440061,5,0,5,2
7462.0,21,170,99.75596278736096,0.3872926966118797,3,1,4,2
5791.0,16,103,117.16982141997816,0.5411872800492428,1,1,2,2
5829.0,17,54,82.69290857012936,0.1685380469763928,5,0,4,1
2053.0,32,156,5.027237418595988,0.8447502415234808,4,0,5,2
5063.0,1,149,99.91231725591292,0.3393593284993713,1,0,2,0
6086.0,48,150,62.55856871495555,0.9003026276548272,4,1,1,1
7852.0,38,46,58.28581597854179,0.6371170237116335,1,0,7,1
5091.0,8,149,53.42161851123401,0.6110381459944382,3,1,7,0
3901.0,1,20,1.437314544675985,0.2464468680827994,5,1,8,2
8547.0,2,89,80.01642703708369,0.1625818236310148,2,0,6,0
2031.0,47,56,100.03991343262206,0.5973549228836441,7,1,1,0
1211.0,37,40,138.40052046903892,0.5211902109297016,5,1,8,0
972.0,24,111,70.46355875778823,0.2077147302195363,2,1,2,1
8054.0,27,171,178.87580758287567,,2,0,3,2
4687.0,20,85,129.1878794113028,0.4755161072581435,6,1,8,1
6579.0,47,157,43.94570206194981,0.3344120203517983,1,0,4,2
1661.0,21,119,75.58578284948157,0.8094448838317495,1,1,5,0
5626.0,42,46,201.0771822347564,0.9217577410992432,2,1,9,1
4557.0,37,153,137.9976209189688,0.3753664328701361,2,1,7,2
5660.0,35,72,73.65578324097878,0.7983548968614825,2,1,7,2
7981.0,38,191,144.63280787631618,0.6872676913076621,1,1,1,0
9185.0,15,128,36.93917991236388,0.9907550053786826,2,0,1,1
7815.0,46,34,72.36614074838016,0.2835934366701048,2,0,8,1
2784.0,42,189,-16.497235406430207,0.964611095055809,2,1,1,1
9538.0,30,37,130.18524471377043,0.3837448510389007,8,1,2,1
846.0,4,107,41.722073429886045,0.470758868263875,2,1,4,1
5343.0,43,57,95.97111824099532,0.4229432327309813,4,1,9,1
6926.0,39,148,22.678223330150143,0.3416056273795383,3,0,7,1
4185.0,15,181,110.02079561024084,0.7239003232872642,6,0,7,0
6217.0,23,137,96.29216543589396,0.6302307886532601,2,1,7,2
,41,110,26.308150407452946,0.3751227511228868,1,0,5,0
8229.0,15,81,76.13308873989935,0.2189912108664486,2,1,1,2
4410.0,26,98,106.65986279137783,,3,1,5,2
9182.0,12,64,122.2590271449071,0.4431081805154648,5,0,8,2
2976.0,18,115,179.16508271809056,0.4425880988089631,3,0,7,1
9923.0,6,59,160.89374017812258,0.4215335803863314,5,1,7,1
2126.0,18,95,65.24746082912169,0.1438502556008232,1,1,2,2
5656.0,24,167,64.63761098683594,,4,1,1,2
,38,46,28.468016823723048,0.8525872875207763,2,0,4,1
5341.0,28,73,49.51304933833936,0.2623296626726666,3,1,8,1
5769.0,15,28,143.007770502952,0.2310916090847074,3,0,1,2
5499.0,19,122,20.544179085818385,0.5246659497203301,2,1,2,2
9033.0,5,187,92.25358981763225,0.4335427109350103,3,0,7,0
3108.0,4,146,84.9224978982507,,3,0,5,1
7595.0,17,59,62.10830251135619,0.9523668786966905,3,0,6,1
3762.0,10,19,34.8841043848695,0.7847976252995242,8,1,8,2
5520.0,12,9,5.282440228930838,0.718352337863168,6,1,9,0
3011.0,5,105,35.33367205902874,,1,1,8,1
6997.0,7,136,95.8447956513776,0.3586238527434714,3,0,1,0
5585.0,44,34,129.88286692752584,0.5862376929662928,3,0,4,0
5938.0,23,57,180.5965752876336,0.896899174895154,2,0,5,1
873.0,2,77,116.72416714124898,0.8890682594602344,2,0,9,2
2244.0,30,34,129.63881817605858,0.5009634538742954,2,0,6,0
9284.0,49,108,180.4108023204477,0.3215983179128829,8,0,6,2
6080.0,45,109,116.91646050908918,0.3028100052257881,3,0,3,1
6497.0,37,112,149.15394054066002,0.1305895750834379,2,1,2,0
8241.0,5,88,81.02040577203768,0.8583978216663518,5,0,2,2
3337.0,20,96,136.062554438598,0.3383542304499591,3,0,7,0
8295.0,26,193,110.49987428386748,0.42309922690555,3,0,5,0
5682.0,44,75,87.9078004157333,0.828294526840658,3,0,1,0
6388.0,44,72,177.36011081656932,,1,0,5,1
8456.0,39,59,39.84542856166382,0.5151106709328696,2,1,1,2
1997.0,6,103,57.00444021293955,0.2101072419291996,2,0,9,0
5533.0,29,101,158.88023388086364,0.4976637125601921,6,0,8,2
2667.0,10,75,148.55745287833372,,3,0,4,1
8230.0,16,77,,0.5658605434121096,1,1,1,0
5817.0,34,174,116.98468448631328,0.8161387471642498,2,0,8,0
6852.0,31,81,125.86920064553372,0.7086670073120354,2,0,5,0
2659.0,36,161,,0.5582521086196605,2,1,1,2
9630.0,41,167,112.05780500810152,0.8458828409342398,2,0,2,2
4737.0,5,177,57.97644599410384,0.3050091774632737,6,0,5,0
712.0,33,112,161.9115985766539,0.8477166564858508,3,1,9,2
7846.0,43,94,89.79743012541954,0.3487271316293585,3,1,8,2
1984.0,19,103,50.47114342441624,0.4262377070806856,5,1,8,0
4124.0,32,161,106.70484794564972,0.2155871814944432,2,0,9,0
3234.0,23,7,117.1606548973556,0.191579280725997,2,0,2,0
9347.0,3,189,119.7677467841322,0.938900366907022,1,0,7,1
